"Account ID","Parent Account","Account Name","Account Owner","Owner Role","Customer Flag","Calculated ARR","FY26 SOY ARR","# of Open Opportunities","Count of Engaged Opportunities","Open Pipeline","Employee Range","ZI - Eng Count","Annual Revenue","Region","Geo","Clearbit Industry Group","Current FY Segmentation","Active Product Classification","Total Close Factor Score","Close Factor Tier","GitLab Flag"
"0013t00001Xib2X","","Workwell","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5 - 10","1","10000000","Western Europe","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4af0","","Article","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","71","50000000","West","Americas","Retailing","SMB","","16","High","0"
"0013t00001Xib2Y","","Seb Maynard","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5 - 10","","1000000","Northern Europe","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4af1","","Artisan Technology Group","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","","10000000","Central","Americas","Software & Services","Self-Service","","-6","Low","0"
"0013t00001Xib2a","","company.info","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","22","1000000","Eastern Europe","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4af2","","artnet","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","48","1000000","East","Americas","Retailing","SMB","","4","Low","0"
"0013t00001Xib2b","","FINLEX","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","100 - 250","24","1000000","Western Europe","EMEA","Insurance","Self-Service","","","","0"
"0015b00001w4af3","","Arup","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","8906","1000000000","Northern Europe","EMEA","Capital Goods","Strategic","","7","Medium","0"
"0013t00001Xib2c","","Fraugster Limited","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","8","10000000","","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4af4","","ARUP Laboratories","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","287","100000000","West","Americas","Health Care Equipment & Services","Mid-Market","","-1","Low","0"
"0013t00001Xib2d","","Alkemics","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","10","50000000","Western Europe","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4af5","BNP Paribas","Arval BNP Paribas Group","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5,000 - 10,000","251","1000000000","Western Europe","EMEA","Consumer Services","Enterprise","","6","Low","0"
"0013t00001Xib2f","","Delving B.V.","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","10 - 20","","1000000","Western Europe","EMEA","Media","Self-Service","","","","0"
"0015b00001w4af6","","Arvato Supply Chain Solutions","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","2","50000000","Western Europe","EMEA","Commercial & Professional Services","Self-Service","","2","Low","0"
"0013t00001Xib2g","","barpilot.io","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5 - 10","","2301000","Western Europe","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4af7","","Arvato Systems","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","250 - 500","68","1000000000","Western Europe","EMEA","Software & Services","SMB","","1","Low","0"
"0013t00001Xib2i","","lakim.fr","Brock Perko","","Prospect","0.00","","0","0","0.00","","","","","Americas","","Self-Service","","","","0"
"0015b00001w4af8","","Arvest Bank","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","5,000 - 10,000","350","1000000000","Central","Americas","Banks","Mid-Market","","10","Medium","0"
"0013t00001Xib2m","","PerfectStay","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","17","21355000","Western Europe","EMEA","Consumer Services","Self-Service","","","","0"
"0015b00001w4af9","","ARxIUM","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","44","50000000","West","Americas","Health Care Equipment & Services","Self-Service","","9","Medium","0"
"0013t00001Xib2n","","andile.com","Brock Perko","","Prospect","0.00","","0","0","0.00","","","","","Americas","","Self-Service","","","","0"
"0015b00001w4afA","","ARY Digital Network","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","5","1000000000","Southern Asia","APAC","Media","Self-Service","","0","Low","0"
"0013t00001Xib2p","","Travix International","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","69","250000000","Western Europe","EMEA","Consumer Services","SMB","","","","0"
"0015b00001w4afB","","ASCAP","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","91","250000000","East","Americas","Media","SMB","","-3","Low","0"
"0013t00001Xib2t","","Ticketmaster","Josh Pallil","AE West","Prospect","0.00","","0","0","0.00","5,000 - 10,000","1019","1861178000","West","Americas","Media","Enterprise","","17","High","1"
"0015b00001w4afC","","ascena","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","39","1000000000","East","Americas","Consumer Durables & Apparel","Mid-Market","","1","Low","0"
"0013t00001Xib2u","","ypto.space","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","","50000000","","Americas","Diversified Financials","Self-Service","","","","0"
"0015b00001w4afD","","Ascendix Technologies","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","90","10000000","Central","Americas","Commercial & Professional Services","SMB","","6","Low","0"
"0013t00001Xib2w","","Shiv Nadar University","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","67","50000000","Southern Asia","APAC","Diversified Consumer Services","SMB","","","","0"
"0015b00001w4afE","","Ascendum Solutions","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","250","1000000000","Central","Americas","Software & Services","Mid-Market","","1","Low","1"
"0013t00001Xib2y","","Prospance","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","5","50000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4afF","","Ascension","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","Over 10,000","1110","1000000000","Central","Americas","Health Care Equipment & Services","Enterprise","","-2","Low","0"
"0013t00001Xib2z","","IHS Markit","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","141","4658000000","Northern Europe","EMEA","Commercial & Professional Services","Mid-Market","","23","High","0"
"0015b00001w4afG","","Ascensus","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","473","500000000","East","Americas","Banks","Mid-Market","","5","Low","0"
"0013t00001Xib30","","App Academy","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","44","42220000","East","Americas","","Self-Service","","","","0"
"0015b00001w4afH","","ASCENT CONSULTING SERVICES PVT LTD","Harry Charlesworth","AE APAC","Prospect","0.00","","0","0","0.00","250 - 500","62","250000000","Southern Asia","APAC","Commercial & Professional Services","SMB","","11","Medium","0"
"0013t00001Xib6G","Cisco Systems","Jasper Technologies, Inc.","Owen Brennan","AE West","Prospect","0.00","","0","0","0.00","250 - 500","1","49810000000","West","Americas","Technology Hardware & Equipment","Strategic","","6","Low","0"
"0015b00001w4afI","","Edge by Ascential","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","250 - 500","2","1000000","Northern Europe","EMEA","Software & Services","Self-Service","","0","Low","0"
"0013t00001Xib6H","","Zscaler","Jonathan Raney","AE West","Prospect","0.00","","0","0","0.00","5,000 - 10,000","2216","673000000","West","Americas","Software & Services","Enterprise","","29","High","1"
"0015b00001w4afJ","","Ascertia","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","100 - 250","74","10000000","Northern Europe","EMEA","Software & Services","SMB","","2","Low","0"
"0013t00001Xib6I","","Okta, Inc.","Justin Beatty","AE West","Customer","44100.00","44100","2","2","0.00","5,000 - 10,000","2549","835000000","West","Americas","Commercial & Professional Services","Enterprise","Search Only","17","High","0"
"0015b00001w4afK","","Asda","James Ghaedi","AE EMEA","Prospect","0.00","","0","0","0.00","Over 10,000","514","1000000000","Northern Europe","EMEA","Food & Staples Retailing","Enterprise","","1","Low","0"
"0013t00001Xib6J","","Aurora Operations, Inc","Justin Beatty","AE West","Customer","252840.00","252840","1","1","0.00","1,000 - 5,000","576","50000000","East","Americas","Transportation","Enterprise","Search Only","19","High","0"
"0015b00001w4afL","","ASD Healthcare","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","3","1000000000","East","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","0","Low","0"
"0013t00001Xib6K","","Willis Towers Watson","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","1378","10000000000","Northern Europe","EMEA","Insurance","Enterprise","","","","0"
"0015b00001w4afM","","ASG Technologies","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","23","1000000000","East","Americas","Software & Services","Self-Service","","4","Low","0"
"0013t00001Xib6L","Warner Bros. Discovery","Warner Bros","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","Over 10,000","468","30400000000","West","Americas","Media","Enterprise","","-3","Low","0"
"0015b00001w4afN","","ASG","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","51","100000000","East","Americas","Capital Goods","Self-Service","","5","Low","0"
"0013t00001Xib6M","","Verizon","Caitlin Moran","AE East","Prospect","0.00","","1","0","0.00","5,000 - 10,000","32","7400000000","East","Americas","Software & Services","Strategic","","13","Medium","1"
"0015b00001w4afO","","American Specialty Health","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","192","100000000","Central","Americas","Insurance","Mid-Market","","9","Medium","0"
"0013t00001Xib6N","","Velodyne LiDAR","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","34","101100000","West","Americas","Capital Goods","Self-Service","","","","0"
"0015b00001w4afP","","Ashland","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","503","1000000000","East","Americas","Materials","Mid-Market","","2","Low","0"
"0013t00001Xib6O","","Udacity","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","338","10000000","West","Americas","Software & Services","Mid-Market","","","","0"
"0015b00001w4afQ","","Ashley Furniture Industries","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","442","1000000000","Central","Americas","Retailing","Mid-Market","","12","Medium","0"
"0013t00001Xib6P","","Susquehanna","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","829","250000000","East","Americas","Diversified Financials","Enterprise","","-3","Low","0"
"0015b00001w4afR","","Ask.com","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","2","100000000","West","Americas","Software & Services","Self-Service","","5","Low","0"
"0013t00001Xib6Q","","SGS","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","2993","1000000000","Northern Europe","EMEA","Commercial & Professional Services","Enterprise","","-9","Low","0"
"0015b00001w4afS","","Automated Systems (H.K.) Limited","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","209","1000000000","Eastern Asia","APAC","Software & Services","Mid-Market","","6","Low","0"
"0013t00001Xib6R","","Scott Logic","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","250 - 500","144","50000000","Northern Europe","EMEA","Software & Services","SMB","","4","Low","0"
"0015b00001w4afT","","ASM","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","1066","1000000000","West","Americas","Semiconductors & Semiconductor Equipment","Enterprise","","0","Low","0"
"0013t00001Xib6S","","Fivestars","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","24","10000000","West","Americas","Commercial & Professional Services","Self-Service","","-3","Low","0"
"0015b00001w4afU","","ASML","Dan Ellis","AE EMEA","Prospect","0.00","","0","0","0.00","Over 10,000","11427","1000000000","Western Europe","EMEA","Semiconductors & Semiconductor Equipment","Strategic","","19","High","0"
"0013t00001Xib6T","Alphabet Inc.","Verily Life Sciences","John Sepassi","AE West","Customer","142884.00","142884","1","1","0.00","1,000 - 5,000","669","1000000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Strategic","Search Only","17","High","0"
"0015b00001w4afV","","ASM Research","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","182","50000000","East","Americas","Software & Services","Mid-Market","","9","Medium","1"
"0013t00001Xib6U","","Udemy","Josh Pallil","AE West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","824","10000000","West","Americas","Software & Services","Enterprise","","","","0"
"0015b00001w4afW","","Aspect Software","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","16","1000000000","East","Americas","Commercial & Professional Services","Self-Service","","-3","Low","0"
"0013t00001Xib6V","","Xevo","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","45","1000000","West","Americas","Automobiles & Components","SMB","","6","Low","0"
"0015b00001w4afX","","Mission Solutions Engineering, LLC","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","1271","100000000","East","Americas","Commercial & Professional Services","Enterprise","","17","High","1"
"0013t00001Xib6W","SAP Success Factors","SAP Concur","James Ghaedi","AE EMEA","Prospect","0.00","","0","0","0.00","5,000 - 10,000","345","1000000000","West","Americas","Consumer Services","Strategic","","12","Medium","1"
"0015b00001w4afY","","ASRC Federal","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","1271","100000000","East","Americas","Capital Goods","Enterprise","","13","Medium","1"
"0013t00001Xib6X","","Thumbtack","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","365","250000000","West","Americas","Capital Goods","Mid-Market","","17","High","0"
"0015b00001w4afZ","","ASRC Federal Vistronix","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","1271","100000000","East","Americas","Commercial & Professional Services","Enterprise","","0","Low","0"
"0013t00001Xib6Y","","Tapjoy","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","1","250000000","West","Americas","Media","Self-Service","","","","0"
"0015b00001w4afa","","ASSA ABLOY Group","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","2799","1000000000","Northern Europe","EMEA","Commercial & Professional Services","Enterprise","","6","Low","1"
"0013t00001Xib6Z","","Toyota","Jonathan Raney","AE West","Customer","14700.00","14700","2","1","0.00","Over 10,000","2774","1000000000","Central","Americas","Automobiles & Components","Enterprise","Search Only","18","High","1"
"0015b00001w4afb","","Assent Compliance Inc","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","110","10000000","East","Americas","Capital Goods","SMB","","9","Medium","0"
"0013t00001Xib6a","","Sterling","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","135","1000000000","East","Americas","Diversified Financial Services","Mid-Market","","20","High","0"
"0015b00001w4afc","","AssetWorks LLC","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","142","50000000","East","Americas","Commercial & Professional Services","SMB","","10","Medium","0"
"0013t00001Xib6b","","SteelHouse","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","1","10000000","West","Americas","Media","Self-Service","","","","0"
"0015b00001w4afd","","Assist Digital","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5,000 - 10,000","13","1000000000","Southern Europe","EMEA","Software & Services","Self-Service","","14","High","0"
"0013t00001Xib6c","","PayPal","Owen Brennan","AE West","Prospect","0.00","","1","1","141600.00","Over 10,000","9147","1000000000","West","Americas","Diversified Financials","Strategic","","28","High","1"
"0015b00001w4afe","","AssistRx","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","117","10000000","East","Americas","Pharmaceuticals, Biotechnology & Life Sciences","SMB","","9","Medium","0"
"0013t00001Xib6d","","MetLife","Bill Kolman","AE East","Prospect","0.00","","0","0","0.00","Over 10,000","3072","67842000000","East","Americas","Insurance","Enterprise","","10","Medium","1"
"0015b00001w4aff","","Associated Bank","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","191","1000000000","Central","Americas","Banks","Mid-Market","","7","Medium","0"
"0013t00001Xib6e","","Intel","Tim Devereux","AE West","Prospect","0.00","","1","1","120000.00","Over 10,000","55465","77870000000","West","Americas","Software & Services","Strategic","","22","High","1"
"0015b00001w4afg","","AssureCare LLC","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","165","50000000","Central","Americas","Software & Services","Mid-Market","","12","Medium","0"
"0013t00001Xib6f","","Climate Corporation","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","266","10000000","East","Americas","Software & Services","Mid-Market","","","","0"
"0015b00001w4afh","","ASSYST","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","97","50000000","East","Americas","Software & Services","SMB","","11","Medium","0"
"0013t00001Xib6g","","Viasat","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","5,000 - 10,000","2690","2300000000","West","Americas","Telecommunication Services","Enterprise","","23","High","1"
"0015b00001w4afi","","Astek","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5,000 - 10,000","352","250000000","Northern Europe","EMEA","Capital Goods","Mid-Market","","9","Medium","0"
"0013t00001Xib6h","","Cheetah Digital","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","147","1000000000","Central","Americas","Media","Mid-Market","","1","Low","0"
"0015b00001w4afj","","AST","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","13","1000000000","East","Americas","Diversified Financials","Self-Service","","11","Medium","0"
"0013t00001Xib6i","","Upwork Global Inc.","Jessie Seidler","AE West","Customer","87500.00","153138","1","1","0.00","500 - 1,000","14078","100000000","West","Americas","Software & Services","Strategic","Search Only","21","High","1"
"0015b00001w4afk","","Astir IT Solutions, Inc.","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","37","50000000","East","Americas","Software & Services","Self-Service","","1","Low","0"
"0013t00001Xib6j","","ZF Group","Dan Ellis","AE EMEA","Prospect","0.00","","0","0","0.00","Over 10,000","22990","53275870000","Western Europe","EMEA","Automobiles & Components","Strategic","","8","Medium","1"
"0015b00001w4afl","","Astra","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","57","963000","West","Americas","Capital Goods","SMB","","4","Low","0"
"0013t00001Xib6k","","Womply","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","2","50000000","West","Americas","Commercial & Professional Services","Self-Service","","","","0"
"0015b00001w4afm","","AstraZeneca","James Ghaedi","AE EMEA","Prospect","0.00","","0","0","0.00","Over 10,000","7913","1000000000","Northern Europe","EMEA","Pharmaceuticals, Biotechnology & Life Sciences","Strategic","","14","High","1"
"0013t00001Xib6l","","Viant","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","117","250000000","West","Americas","Media","SMB","","19","High","0"
"0015b00001w4afn","","Astronautics Corporation of America","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","225","250000000","Central","Americas","Capital Goods","Mid-Market","","0","Low","0"
"0013t00001Xib6n","","United Technologies","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","19888","29176000000","East","Americas","Capital Goods","Strategic","","","","0"
"0015b00001w4afo","","Asure Software","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","97","10000000","Central","Americas","Software & Services","SMB","","3","Low","0"
"0013t00001Xib6o","","D. E. Shaw","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","123","1000000000","East","Americas","Diversified Financials","SMB","","10","Medium","0"
"0015b00001w4afp","","Ataccama","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","263","50000000","East","Americas","Software & Services","Mid-Market","","17","High","0"
"0013t00001Xib6p","","Storm8","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","13","50000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4afq","","ATB Financial","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","5,000 - 10,000","531","250000000","West","Americas","Banks","Enterprise","","21","High","1"
"0013t00001Xib6q","","Squarespace","Caitlin Moran","AE East","Customer","23520.00","23520","3","2","150000.00","","","","East","Americas","","Mid-Market","","22","High","0"
"0015b00001w4afr","","ATCS Inc.","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","29","50000000","East","Americas","Software & Services","Self-Service","","10","Medium","0"
"0013t00001Xib6r","","SigmaTEK","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","32","50000000","Central","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4afs","","American Tire Distributors","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","173","1000000000","East","Americas","Automobiles & Components","Mid-Market","","15","High","0"
"0013t00001Xib6s","","Nomura Research Institute","Harry Charlesworth","AE APAC","Customer","23940.00","23940","2","2","65000.00","Over 10,000","765","16738426700","Eastern Asia","APAC","Diversified Financials","Enterprise","Cody + Search","","","1"
"0015b00001w4aft","","Athene","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","105","1000000000","Central","Americas","Insurance","SMB","","18","High","0"
"0013t00001Xib6t","","Hyperloop","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","4","50000000","West","Americas","Transportation","Self-Service","","","","0"
"0015b00001w4afu","","Atkins","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","1710","1000000000","Northern Europe","EMEA","Capital Goods","Enterprise","","11","Medium","0"
"0013t00001Xib6u","","TELUS","Ashley Singh","AE West","Customer","29400.00","29400","0","0","0.00","Over 10,000","4729","1000000000","West","Americas","Telecommunication Services","Strategic","Search Only","12","Medium","0"
"0015b00001w4afv","","Federal Reserve Bank of Atlanta","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","4","1000000000","East","Americas","Diversified Financials","Self-Service","","0","Low","1"
"0013t00001Xib6v","","StubHub","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","339","50000000","West","Americas","Media","Mid-Market","","9","Medium","0"
"0015b00001w4afw","","Instituto Atlântico","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","18","50000000","","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","18","High","0"
"0013t00001Xib6w","","The Climate Corporation","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","266","10000000","West","Americas","Food, Beverage & Tobacco","Mid-Market","","-6","Low","0"
"0015b00001w4afx","","Atlas Copco","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","8453","1000000000","Northern Europe","EMEA","Capital Goods","Strategic","","4","Low","1"
"0013t00001Xib6x","","Y Media","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","4","1415803000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4afy","","Atmel Corporation","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","72","1000000000","West","Americas","Semiconductors & Semiconductor Equipment","SMB","","5","Low","0"
"0013t00001Xib6y","","Vimeo","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","449","10000000","East","Americas","Media","Mid-Market","","23","High","0"
"0015b00001w4afz","","atmira","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","79","1000000000","Southern Europe","EMEA","Insurance","SMB","","6","Low","1"
"0013t00001Xib6z","","ManTech International Corporation","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","1648","2518384000","East","Americas","Software & Services","Enterprise","","2","Low","1"
"0015b00001w4ag0","","Atmos Energy","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","5,000 - 10,000","364","1000000000","Central","Americas","Utilities","Mid-Market","","1","Low","0"
"0013t00001Xib74","","grub.pw","Brock Perko","","Prospect","0.00","","0","0","0.00","","","","","Americas","","Self-Service","","","","0"
"0015b00001w4ag1","","Atomic","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","9","50000000","West","Americas","Media","Self-Service","","5","Low","0"
"0013t00001Xib75","","Sensei Labs","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","20","10000000","East","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4ag2","","Atos Syntel","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","1029","1000000000","Western Europe","EMEA","Commercial & Professional Services","Enterprise","","22","High","0"
"0013t00001Xib76","","SentinelOne","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","891","50000000","West","Americas","Software & Services","Enterprise","","8","Medium","0"
"0015b00001w4ag3","","ATP","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","3","50000000","West","Americas","Software & Services","Self-Service","","-1","Low","0"
"0013t00001Xib78","","olixi.com","Brock Perko","","Prospect","0.00","","0","0","0.00","10 - 20","","2302000","","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4ag4","","ATPCO","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","219","100000000","East","Americas","Transportation","Mid-Market","","17","High","0"
"0013t00001Xib79","","pascaldierich.com","Brock Perko","","Prospect","0.00","","0","0","0.00","","","","","Americas","","Self-Service","","","","0"
"0015b00001w4ag5","","Atrium Health","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","251","1000000","East","Americas","Health Care Equipment & Services","Mid-Market","","7","Medium","0"
"0013t00001Xib7C","","1C LLC","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","74","1000000000","Eastern Europe","EMEA","Software & Services","SMB","","","","0"
"0015b00001w4ag6","","ATS Global","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","293","1000000","Western Europe","EMEA","Capital Goods","Mid-Market","","-7","Low","0"
"0013t00001Xib7E","","African Safari Club Deutschland","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","6","14730000","Western Europe","EMEA","Consumer Services","Self-Service","","","","0"
"0015b00001w4ag7","","ATS Automation","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","577","1000000000","East","Americas","Capital Goods","Enterprise","","-3","Low","0"
"0013t00001Xib7F","","SDCE","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","","10000000","Oceania","APAC","Diversified Financials","Self-Service","","","","0"
"0015b00001w4ag8","","atSistemas","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","250 - 500","578","1000000000","Southern Europe","EMEA","Software & Services","Enterprise","","5","Low","0"
"0013t00001Xib7G","","simplypatrick.com","Brock Perko","","Prospect","0.00","","0","0","0.00","10 - 20","1","2177000","","Americas","","Self-Service","","","","0"
